appliance_name,power_rating_watts,daily_usage_hours,star_rating,appliance_age_years,household_size,location_type,income_level,season,usage_pattern,daily_consumption_kwh,monthly_bill
Washing Machine,487,0.9697344634622357,3,10,5,Urban,Medium,Winter,Weekday,0.4817058973802309,12248.48536157081
Air Conditioner,1479,4.9056316342966,5,0,5,Urban,Medium,Winter,Weekend,5.4415718903435035,12248.48536157081
Television,111,5.770903365460979,5,8,5,Urban,Medium,Winter,Weekday,0.5572961380025667,12248.48536157081
Microwave,952,1.4423863463915496,3,8,5,Urban,Medium,Winter,Weekend,1.3539276765400485,12248.48536157081
Fan,64,10.981790202992842,3,7,5,Urban,Medium,Winter,Weekend,0.6810467012288042,12248.48536157081
Lighting,81,7.374022901714974,2,2,5,Urban,Medium,Winter,Weekend,0.5590689203164225,12248.48536157081
Water Heater,3031,13.496165384397456,4,9,5,Urban,Medium,Winter,Weekend,38.6160921524226,12248.48536157081
Computer,172,5.90511225401598,1,4,5,Urban,Medium,Winter,Weekday,1.042086969690708,12248.48536157081
Refrigerator,166,16.14541609775971,3,7,6,Rural,Low,Monsoon,Weekend,2.5970547609890406,7635.697041330817
Washing Machine,493,2.3062083030009948,5,2,6,Rural,Low,Monsoon,Weekend,0.8868293408360026,7635.697041330817
Air Conditioner,1526,5.6930098236362365,2,9,6,Rural,Low,Monsoon,Weekday,9.226160036302769,7635.697041330817
Television,97,3.6849252031507875,1,6,6,Rural,Low,Monsoon,Weekday,0.3803137603667865,7635.697041330817
Microwave,953,1.4638382409734363,5,0,6,Rural,Low,Monsoon,Weekend,1.0462783827357636,7635.697041330817
Fan,129,5.299664437825542,2,9,6,Rural,Low,Monsoon,Weekday,0.7260434286532236,7635.697041330817
Lighting,44,6.2093102741566755,3,0,6,Rural,Low,Monsoon,Weekday,0.23222820425345966,7635.697041330817
Water Heater,3031,5.769107998258082,4,7,6,Rural,Low,Monsoon,Weekend,15.94738370456087,7635.697041330817
Computer,158,6.116398102693739,4,0,6,Rural,Low,Monsoon,Weekend,0.7731127201804887,7635.697041330817
Refrigerator,166,15.321611332771448,5,2,2,Urban,Medium,Winter,Weekend,1.9838422353672476,11984.882106212199
Washing Machine,527,2.078317474641673,5,9,2,Urban,Medium,Winter,Weekend,0.9693168785855031,11984.882106212199
Air Conditioner,1457,5.019337608936677,2,7,2,Urban,Medium,Winter,Weekend,7.503317443522479,11984.882106212199
Television,145,1.7976346334817908,1,4,2,Urban,Medium,Winter,Weekday,0.26743410442308596,11984.882106212199
Microwave,967,0.8748006186568709,1,10,2,Urban,Medium,Winter,Weekday,0.9643627059949612,11984.882106212199
Fan,119,1.3766137398609575,4,7,2,Urban,Medium,Winter,Weekday,0.14940113595963,11984.882106212199
Lighting,103,3.0220122831449787,4,1,2,Urban,Medium,Winter,Weekday,0.2539940883737692,11984.882106212199
Water Heater,2972,13.844182164071674,4,7,2,Urban,Medium,Winter,Weekend,37.52415736515837,11984.882106212199
Computer,196,1.851624688683919,5,9,2,Urban,Medium,Winter,Weekend,0.32118281849911257,11984.882106212199
Refrigerator,208,12.914887256629846,2,10,1,Urban,Low,Winter,Weekend,2.9012002733293287,6829.843961510609
Washing Machine,452,1.7200906506864655,5,9,1,Urban,Low,Winter,Weekend,0.6880706620875999,6829.843961510609
Air Conditioner,1519,6.537044502912706,4,0,1,Urban,Low,Winter,Weekend,7.94381647993952,6829.843961510609
Television,99,6.237377269363977,5,2,1,Urban,Low,Winter,Weekend,0.4816502727402863,6829.843961510609
Microwave,974,0.4707560318569008,5,9,1,Urban,Low,Winter,Weekend,0.40578699190032985,6829.843961510609
Fan,106,5.686559140494124,1,7,1,Urban,Low,Winter,Weekday,0.6528056162104444,6829.843961510609
Lighting,64,4.231144574416677,4,6,1,Urban,Low,Winter,Weekend,0.24263075447534999,6829.843961510609
Water Heater,2966,5.903965555396621,3,0,1,Urban,Low,Winter,Weekend,14.88448756171042,6829.843961510609
Computer,104,2.7605013797174456,4,6,1,Urban,Low,Winter,Weekend,0.2572345605675905,6829.843961510609
Refrigerator,238,13.92580574159702,2,3,4,Urban,Medium,Summer,Weekend,3.1618820452410867,8137.453118428578
Washing Machine,464,0.550413304893638,2,3,4,Urban,Medium,Summer,Weekend,0.2436437518909983,8137.453118428578
Air Conditioner,1492,16.672046387177925,5,8,4,Urban,Medium,Summer,Weekday,21.640983092412434,8137.453118428578
Television,126,5.393696511074032,5,3,4,Urban,Medium,Summer,Weekday,0.5402865795142858,8137.453118428578
Microwave,1049,1.2519523118643974,4,2,4,Urban,Medium,Summer,Weekend,1.0926639153212663,8137.453118428578
Fan,52,7.419817362950421,1,1,4,Urban,Medium,Summer,Weekday,0.3738697572843458,8137.453118428578
Lighting,97,1.9832632402632069,3,7,4,Urban,Medium,Summer,Weekday,0.1864128617420596,8137.453118428578
Water Heater,3026,1.66408002143785,2,10,4,Urban,Medium,Summer,Weekend,5.438346636460609,8137.453118428578
Computer,151,7.5089799627719875,1,7,4,Urban,Medium,Summer,Weekend,1.2279660202519915,8137.453118428578
Refrigerator,202,14.667372879834542,2,4,2,Rural,Low,Winter,Weekend,2.8798506607182337,11034.786385074158
Washing Machine,520,0.32577341792068587,2,6,2,Rural,Low,Winter,Weekday,0.17075739473730672,11034.786385074158
Air Conditioner,1486,5.261464214656696,2,0,2,Rural,Low,Winter,Weekday,7.036682240681865,11034.786385074158
Television,108,3.800012669420713,4,4,2,Rural,Low,Winter,Weekday,0.35458678220898554,11034.786385074158
Microwave,1049,1.3561339376523747,4,10,2,Rural,Low,Winter,Weekend,1.3656811205734474,11034.786385074158
Fan,85,3.0070838128367803,2,8,2,Rural,Low,Winter,Weekday,0.26684861755113587,11034.786385074158
Lighting,35,5.490626249129061,2,3,2,Rural,Low,Winter,Weekday,0.1833320104584194,11034.786385074158
Water Heater,3013,13.42810107814396,5,4,2,Rural,Low,Winter,Weekend,32.77168352424268,11034.786385074158
Computer,177,6.057354229650377,5,9,2,Rural,Low,Winter,Weekend,0.9488542533035832,11034.786385074158
Refrigerator,196,12.846235268501289,5,5,6,Rural,Medium,Monsoon,Weekend,2.077236242916659,3147.970899610458
Washing Machine,461,1.8766993538160608,1,10,6,Rural,Medium,Monsoon,Weekend,0.9862805784044925,3147.970899610458
Air Conditioner,1509,3.044607778579751,4,3,6,Rural,Medium,Monsoon,Weekday,3.895977540919564,3147.970899610458
Television,117,2.217199226969887,5,4,6,Rural,Medium,Monsoon,Weekend,0.21012397073993622,3147.970899610458
Microwave,1048,1.2199984472540413,3,5,6,Rural,Medium,Monsoon,Weekend,1.1954520784952902,3147.970899610458
Fan,95,4.927699806275883,5,5,6,Rural,Medium,Monsoon,Weekday,0.3862084723168724,3147.970899610458
Lighting,83,8.172614502764171,5,6,6,Rural,Medium,Monsoon,Weekend,0.5697946831327182,3147.970899610458
Water Heater,3030,1.4239065041685333,5,5,6,Rural,Medium,Monsoon,Weekday,3.5594102837952906,3147.970899610458
Computer,100,2.9143403002809007,5,4,6,Rural,Medium,Monsoon,Weekday,0.236061564322753,3147.970899610458
Refrigerator,235,13.965653449994992,3,9,2,Urban,Low,Winter,Weekend,3.2917743464310694,8057.710159219598
Washing Machine,510,1.2749269554210614,2,1,2,Urban,Low,Winter,Weekday,0.5968953019890325,8057.710159219598
Air Conditioner,1526,5.507680275871017,1,2,2,Urban,Low,Winter,Weekend,8.303863459767422,8057.710159219598
Television,103,4.16776632418137,2,3,2,Urban,Low,Winter,Weekend,0.4095330545467098,8057.710159219598
Microwave,1028,1.3218739843808434,1,2,2,Urban,Low,Winter,Weekend,1.3425798184721849,8057.710159219598
Fan,118,6.044780091016462,1,1,2,Urban,Low,Winter,Weekday,0.6911722451670043,8057.710159219598
Lighting,52,5.559300903125064,5,4,2,Urban,Low,Winter,Weekday,0.2341577540396277,8057.710159219598
Water Heater,2975,6.032682634715055,3,9,2,Urban,Low,Winter,Weekday,18.00107253079212,8057.710159219598
Computer,169,4.640901170729143,4,6,2,Urban,Low,Winter,Weekday,0.7027438188764898,8057.710159219598
Refrigerator,179,14.142486259395525,1,3,2,Rural,High,Monsoon,Weekend,2.5492255757148214,6268.485239206968
Washing Machine,457,0.9742600246953556,3,10,2,Rural,High,Monsoon,Weekend,0.454141567911493,6268.485239206968
Air Conditioner,1485,4.400900876420827,4,4,2,Rural,High,Monsoon,Weekday,5.646531860482979,6268.485239206968
Television,117,6.175287119494576,5,8,2,Rural,High,Monsoon,Weekend,0.6285824758933528,6268.485239206968
Microwave,958,0.4992517318529469,3,6,2,Rural,High,Monsoon,Weekend,0.4553255674775972,6268.485239206968
Fan,83,6.452306291771101,1,4,2,Rural,High,Monsoon,Weekday,0.5494654991946434,6268.485239206968
Lighting,85,2.3324525502818028,4,7,2,Rural,High,Monsoon,Weekday,0.18081172169784543,6268.485239206968
Water Heater,2982,5.4237888418306,5,10,2,Rural,High,Monsoon,Weekday,14.556364493704963,6268.485239206968
Computer,196,6.866745039378292,4,1,2,Rural,High,Monsoon,Weekend,1.0982397346180064,6268.485239206968
Refrigerator,170,15.33273796078658,4,7,6,Urban,Low,Summer,Weekend,2.377187693440352,6289.3998078936775
Washing Machine,522,1.061489393434666,4,2,6,Urban,Low,Summer,Weekday,0.4610090895262492,6289.3998078936775
Air Conditioner,1531,4.265951802136805,4,4,6,Urban,Low,Summer,Weekday,5.642932788637733,6289.3998078936775
Television,122,5.450791898147878,1,0,6,Urban,Low,Summer,Weekday,0.6317467809953389,6289.3998078936775
Microwave,973,1.1237237961995563,5,4,6,Urban,Low,Summer,Weekday,0.8856404354987564,6289.3998078936775
Fan,46,9.637108100287533,3,2,6,Urban,Low,Summer,Weekday,0.3918833637900922,6289.3998078936775
Lighting,16,4.0840843733312155,5,1,6,Urban,Low,Summer,Weekday,0.04998919272957408,6289.3998078936775
Water Heater,3044,5.00522807789159,2,4,6,Urban,Low,Summer,Weekend,14.809308669567146,6289.3998078936775
Computer,164,5.812650576958644,3,9,6,Urban,Low,Summer,Weekday,0.9561345187050813,6289.3998078936775
Refrigerator,200,17.037612361733125,2,6,2,Urban,Medium,Winter,Weekend,3.434782652125399,13357.026404465903
Washing Machine,548,1.1947735519079066,1,9,2,Urban,Medium,Winter,Weekend,0.7339589511254422,13357.026404465903
Air Conditioner,1479,9.405312072529208,1,8,2,Urban,Medium,Winter,Weekend,15.329323123908308,13357.026404465903
Television,128,7.155321461213868,3,1,2,Urban,Medium,Winter,Weekend,0.7940689544796702,13357.026404465903
Microwave,1032,1.7703833197774967,2,10,2,Urban,Medium,Winter,Weekend,1.9731984328912067,13357.026404465903
Fan,70,5.443409597604157,4,6,2,Urban,Medium,Winter,Weekend,0.34141064996173287,13357.026404465903
Lighting,64,3.917360337519689,2,0,2,Urban,Medium,Winter,Weekday,0.2256399554411341,13357.026404465903
Water Heater,2974,11.561029558909135,2,1,2,Urban,Medium,Winter,Weekend,31.563136751723718,13357.026404465903
Computer,130,9.117464968984425,2,9,2,Urban,Medium,Winter,Weekend,1.2587572136179899,13357.026404465903
Refrigerator,166,9.805226893472677,4,9,4,Urban,Low,Summer,Weekday,1.5365182751147424,7800.063696824329
Washing Machine,518,1.654894644240412,1,0,4,Urban,Low,Summer,Weekday,0.8143736544307068,7800.063696824329
Air Conditioner,1461,14.196256658210217,4,1,4,Urban,Low,Summer,Weekend,16.924436477758423,7800.063696824329
Television,82,2.4835953626349467,4,10,4,Urban,Low,Summer,Weekend,0.19550862694662302,7800.063696824329
Microwave,972,0.739190060274767,1,7,4,Urban,Low,Summer,Weekend,0.7781276358898007,7800.063696824329
Fan,62,3.842747078681234,4,5,4,Urban,Low,Summer,Weekday,0.20966028061284814,7800.063696824329
Lighting,90,5.305708311902915,3,4,4,Urban,Low,Summer,Weekend,0.43835762072941886,7800.063696824329
Water Heater,2975,3.6884127274293546,3,10,4,Urban,Low,Summer,Weekend,11.192488421384375,7800.063696824329
Computer,109,4.529754880113826,4,2,4,Urban,Low,Summer,Weekday,0.41079441056776267,7800.063696824329
Refrigerator,214,18.87132637585917,5,8,6,Urban,Medium,Monsoon,Weekend,3.51346354465746,6739.769007969631
Washing Machine,514,1.0769685502942141,4,2,6,Urban,Medium,Monsoon,Weekend,0.46056344659622017,6739.769007969631
Air Conditioner,1503,5.273775709762631,2,8,6,Urban,Medium,Monsoon,Weekday,8.275250227011256,6739.769007969631
Television,66,4.210263054545364,4,8,6,Urban,Medium,Monsoon,Weekend,0.25787019156479446,6739.769007969631
Microwave,990,0.9067580918075342,1,8,6,Urban,Medium,Monsoon,Weekday,0.9892549430001836,6739.769007969631
Fan,109,4.087638410936858,1,2,6,Urban,Medium,Monsoon,Weekday,0.44020595575061205,6739.769007969631
Lighting,40,5.925567329723307,3,5,6,Urban,Medium,Monsoon,Weekend,0.22161621813165172,6739.769007969631
Water Heater,2961,5.714166101916558,5,3,6,Urban,Medium,Monsoon,Weekday,13.451118433081069,6739.769007969631
Computer,190,2.778594377037625,4,6,6,Urban,Medium,Monsoon,Weekend,0.47302790674688544,6739.769007969631
Refrigerator,179,11.376188585555678,2,10,4,Rural,Low,Monsoon,Weekday,2.1992447773596235,3615.0020965707763
Washing Machine,453,1.4633082385064167,5,7,4,Rural,Low,Monsoon,Weekend,0.5667612303971129,3615.0020965707763
Air Conditioner,1540,2.845412591026637,1,5,4,Rural,Low,Monsoon,Weekday,4.579122482739167,3615.0020965707763
Television,67,8.638661195822818,3,3,4,Rural,Low,Monsoon,Weekend,0.5214900604082362,3615.0020965707763
Microwave,1045,0.5900212167043716,1,5,4,Rural,Low,Monsoon,Weekend,0.6443179191715913,3615.0020965707763
Fan,73,3.689009213518367,5,1,4,Rural,Low,Monsoon,Weekend,0.2060127195289332,3615.0020965707763
Lighting,83,1.743080620932311,5,4,4,Rural,Low,Monsoon,Weekday,0.11718731014527929,3615.0020965707763
Water Heater,3049,1.7957236549155344,1,4,4,Rural,Low,Monsoon,Weekend,5.6175156208572385,3615.0020965707763
Computer,145,4.7017904487714315,4,6,4,Rural,Low,Monsoon,Weekday,0.6108566151043845,3615.0020965707763
Refrigerator,154,12.422009154994262,5,8,6,Rural,Medium,Winter,Weekday,1.664300786586131,13420.473371842041
Washing Machine,468,0.5430820697263307,1,2,6,Rural,Medium,Winter,Weekend,0.2511124597283397,13420.473371842041
Air Conditioner,1532,3.5415858655207813,4,3,6,Rural,Medium,Winter,Weekday,4.601001694989206,13420.473371842041
Television,146,5.97963433782645,1,1,6,Rural,Medium,Winter,Weekday,0.8459627883096592,13420.473371842041
Microwave,1000,1.1897167659895143,3,7,6,Rural,Medium,Winter,Weekend,1.1528355462438395,13420.473371842041
Fan,69,4.955838555573484,1,3,6,Rural,Medium,Winter,Weekday,0.34434653035691243,13420.473371842041
Lighting,89,4.976888444186625,1,9,6,Rural,Medium,Winter,Weekday,0.4965391831880553,13420.473371842041
Water Heater,3002,16.49759674243876,4,8,6,Rural,Medium,Winter,Weekend,45.95992887050346,13420.473371842041
Computer,153,4.128548453955411,2,3,6,Rural,Medium,Winter,Weekday,0.6026111894362398,13420.473371842041
Refrigerator,218,13.124404682241606,4,1,6,Urban,High,Winter,Weekday,2.334674100114595,5130.76009640224
Washing Machine,492,0.456661829865644,3,5,6,Urban,High,Winter,Weekday,0.21007357497479354,5130.76009640224
Air Conditioner,1488,2.8809246692078214,2,10,6,Urban,High,Winter,Weekday,4.6297611804037375,5130.76009640224
Television,71,6.841486890359163,2,1,6,Urban,High,Winter,Weekday,0.44591443253982954,5130.76009640224
Microwave,1024,0.8998415813817456,2,7,6,Urban,High,Winter,Weekday,0.9453951615976153,5130.76009640224
Fan,36,4.418875758932427,5,5,6,Urban,High,Winter,Weekend,0.13124061004029308,5130.76009640224
Lighting,85,4.972286083840021,5,0,6,Urban,High,Winter,Weekday,0.3169832378448013,5130.76009640224
Water Heater,2956,4.495277359939084,4,5,6,Urban,High,Winter,Weekend,11.693475090862343,5130.76009640224
Computer,111,5.389731497493894,1,9,6,Urban,High,Winter,Weekday,0.6706496799646627,5130.76009640224
Refrigerator,237,14.513260044725607,2,7,1,Rural,Medium,Monsoon,Weekend,3.529073338995569,3561.0817637626265
Washing Machine,515,0.5668655353152185,4,9,1,Rural,Medium,Monsoon,Weekday,0.27558734864884665,3561.0817637626265
Air Conditioner,1457,2.863065289094033,3,3,1,Rural,Medium,Monsoon,Weekend,3.7585089997152155,3561.0817637626265
Television,124,4.325207034029094,2,0,1,Rural,Medium,Monsoon,Weekday,0.48269310499764695,3561.0817637626265
Microwave,978,0.6854601929689365,5,7,1,Rural,Medium,Monsoon,Weekday,0.5731749587586951,3561.0817637626265
Fan,52,2.955085747866167,2,1,1,Rural,Medium,Monsoon,Weekend,0.14106397326013934,3561.0817637626265
Lighting,98,5.44934365329381,5,4,1,Rural,Medium,Monsoon,Weekday,0.4325688991984627,3561.0817637626265
Water Heater,2991,2.1249369378716416,4,0,1,Rural,Medium,Monsoon,Weekend,5.084549104939264,3561.0817637626265
Computer,144,4.320977878209686,3,3,1,Rural,Medium,Monsoon,Weekend,0.5606209538304375,3561.0817637626265
Refrigerator,151,10.255067197784637,3,8,2,Urban,Low,Winter,Weekday,1.5268359348093632,4897.770892919087
Washing Machine,540,1.8313687091953053,3,10,2,Urban,Low,Winter,Weekend,1.0087178850247742,4897.770892919087
Air Conditioner,1458,2.319470845857471,2,3,2,Urban,Low,Winter,Weekday,3.226226222570224,4897.770892919087
Television,148,6.33652368240088,5,10,2,Urban,Low,Winter,Weekday,0.8440249544957973,4897.770892919087
Microwave,959,2.161585789126312,5,1,2,Urban,Low,Winter,Weekend,1.585814990405682,4897.770892919087
Fan,31,7.258244045936463,5,7,2,Urban,Low,Winter,Weekend,0.19237975843754596,4897.770892919087
Lighting,52,5.925509643592036,4,6,2,Urban,Low,Winter,Weekend,0.2760813453142401,4897.770892919087
Water Heater,2973,3.6314373697217732,2,8,2,Urban,Low,Winter,Weekday,11.271298885390877,4897.770892919087
Computer,168,3.2014981439850065,5,9,2,Urban,Low,Winter,Weekday,0.47599874404769077,4897.770892919087
Refrigerator,241,12.184128169528446,5,3,4,Rural,High,Winter,Weekend,2.3344180366408023,10783.538208829526
Washing Machine,522,1.535650372763575,4,1,4,Rural,High,Winter,Weekend,0.6541133475793904,10783.538208829526
Air Conditioner,1465,2.359668002381263,2,4,4,Rural,High,Winter,Weekend,3.360120042030871,10783.538208829526
Television,125,5.033070618874121,3,8,4,Rural,High,Winter,Weekend,0.6203259537762355,10783.538208829526
Microwave,1049,1.9490010565902414,3,7,4,Rural,High,Winter,Weekend,1.9811225430039052,10783.538208829526
Fan,72,3.4478909681395233,4,6,4,Rural,High,Winter,Weekday,0.22243034213661697,10783.538208829526
Lighting,77,4.349138716141611,1,5,4,Rural,High,Winter,Weekday,0.3499534467943347,10783.538208829526
Water Heater,2996,13.102691600316756,3,2,4,Rural,High,Winter,Weekend,34.702007006541315,10783.538208829526
Computer,184,3.7445889744517205,1,4,4,Rural,High,Winter,Weekday,0.7069184849528936,10783.538208829526
Refrigerator,213,14.756802492947951,4,1,6,Urban,Medium,Monsoon,Weekday,2.5648503276942973,8104.415461927807
Washing Machine,462,2.4163750754298166,3,0,6,Urban,Medium,Monsoon,Weekend,0.9489104921212889,8104.415461927807
Air Conditioner,1487,5.530167990192193,3,3,6,Urban,Medium,Monsoon,Weekday,7.409247181075628,8104.415461927807
Television,58,6.562115525212277,5,7,6,Urban,Medium,Monsoon,Weekday,0.32541530889527687,8104.415461927807
Microwave,1006,2.599476726111892,1,5,6,Urban,Medium,Monsoon,Weekend,2.732751897859649,8104.415461927807
Fan,44,4.687369739745418,5,2,6,Urban,Medium,Monsoon,Weekday,0.16087052946806274,8104.415461927807
Lighting,53,3.2999669199320754,5,1,6,Urban,Medium,Monsoon,Weekend,0.13379715876864598,8104.415461927807
Water Heater,3044,6.232435936000825,2,6,6,Urban,Medium,Monsoon,Weekday,19.123307269100007,8104.415461927807
Computer,136,2.903803028072318,3,5,6,Urban,Medium,Monsoon,Weekday,0.369247593049676,8104.415461927807
Refrigerator,222,13.587839475562065,1,3,2,Urban,Medium,Monsoon,Weekend,3.037615866119802,5138.481466870019
Washing Machine,540,0.9371765345748196,2,6,2,Urban,Medium,Monsoon,Weekday,0.510123931299766,5138.481466870019
Air Conditioner,1505,1.8658587785898284,1,5,2,Urban,Medium,Monsoon,Weekend,2.934482747557688,5138.481466870019
Television,93,1.5812671771035627,2,9,2,Urban,Medium,Monsoon,Weekday,0.15617543401381045,5138.481466870019
Microwave,980,1.7777605286667773,3,2,2,Urban,Medium,Monsoon,Weekend,1.5401095011946024,5138.481466870019
Fan,66,5.438565084517508,3,10,2,Urban,Medium,Monsoon,Weekday,0.36612420148971864,5138.481466870019
Lighting,63,1.9285277266715146,4,10,2,Urban,Medium,Monsoon,Weekend,0.1166373569090932,5138.481466870019
Water Heater,2963,4.216656574202673,2,6,2,Urban,Medium,Monsoon,Weekday,12.593905056797423,5138.481466870019
Computer,119,1.3696538901723385,3,6,2,Urban,Medium,Monsoon,Weekend,0.15516534990984387,5138.481466870019
Refrigerator,160,11.426256097379298,5,5,1,Urban,Medium,Summer,Weekday,1.5082658048540676,6554.577446458268
Washing Machine,546,2.1138594899610528,5,5,1,Urban,Medium,Summer,Weekend,0.9521880072529565,6554.577446458268
Air Conditioner,1514,13.132704040031541,5,0,1,Urban,Medium,Summer,Weekday,14.912185437455815,6554.577446458268
Television,58,6.205366232599145,5,1,1,Urban,Medium,Summer,Weekday,0.2753320997404241,6554.577446458268
Microwave,1033,1.2582592516201798,2,4,1,Urban,Medium,Summer,Weekend,1.2633879163297839,6554.577446458268
Fan,81,9.98476473205398,2,9,1,Urban,Medium,Summer,Weekend,0.8589094317807475,6554.577446458268
Lighting,58,1.679771319909966,3,6,1,Urban,Medium,Summer,Weekday,0.09275025320014868,6554.577446458268
Water Heater,3012,2.145517057647902,2,8,1,Urban,Medium,Summer,Weekday,6.7466384622514415,6554.577446458268
Computer,185,4.386148319428166,4,4,1,Urban,Medium,Summer,Weekend,0.7010819473773983,6554.577446458268
Refrigerator,177,10.442512534622779,5,1,4,Rural,Low,Winter,Weekday,1.4139684097505973,9363.082862611876
Washing Machine,524,0.4269196795271269,2,2,4,Rural,Low,Winter,Weekend,0.20938873369959277,9363.082862611876
Air Conditioner,1519,2.0916832067392654,3,3,4,Rural,Low,Winter,Weekend,2.862717378724286,9363.082862611876
Television,139,8.769666244775527,2,4,4,Rural,Low,Winter,Weekend,1.184852066999132,9363.082862611876
Microwave,951,1.3124651300584422,5,1,4,Rural,Low,Winter,Weekday,0.9548380690944674,9363.082862611876
Fan,36,2.883274128089574,2,9,4,Rural,Low,Winter,Weekend,0.11023333646512058,9363.082862611876
Lighting,44,4.899531201684354,4,4,4,Rural,Low,Winter,Weekday,0.18626057816323244,9363.082862611876
Water Heater,3002,11.44381743589314,2,1,4,Rural,Low,Winter,Weekend,31.537284067262,9363.082862611876
Computer,101,5.533579565200442,2,5,4,Rural,Low,Winter,Weekday,0.5533026207243923,9363.082862611876
Refrigerator,235,16.03935655572238,3,7,3,Rural,Low,Monsoon,Weekend,3.6524020780863222,9272.959613271636
Washing Machine,493,0.38785018166157176,3,6,3,Rural,Low,Monsoon,Weekday,0.18203205286031543,9272.959613271636
Air Conditioner,1455,4.238914540346205,5,7,3,Rural,Low,Monsoon,Weekday,5.2733156610541885,9272.959613271636
Television,73,6.138787612588396,4,0,3,Rural,Low,Monsoon,Weekday,0.35850519657516233,9272.959613271636
Microwave,955,0.8318547177609413,1,6,3,Rural,Low,Monsoon,Weekend,0.8452642158112478,9272.959613271636
Fan,76,1.7359390548253928,1,8,3,Rural,Low,Monsoon,Weekday,0.14538836771973626,9272.959613271636
Lighting,48,6.042028741563144,4,1,3,Rural,Low,Monsoon,Weekend,0.23665418174954525,9272.959613271636
Water Heater,3018,9.080227660253557,1,3,3,Rural,Low,Monsoon,Weekend,27.59595596819575,9272.959613271636
Computer,101,4.304628711793027,4,0,3,Rural,Low,Monsoon,Weekday,0.34781399991287665,9272.959613271636
Refrigerator,156,13.013899501008307,4,8,6,Urban,High,Winter,Weekend,1.8839962029619703,5819.850569518999
Washing Machine,549,1.1798983379404322,3,9,6,Urban,High,Winter,Weekday,0.6497074800918852,5819.850569518999
Air Conditioner,1454,5.557940032276772,5,0,6,Urban,High,Winter,Weekend,6.060933605197819,5819.850569518999
Television,115,4.256156118387617,2,8,6,Urban,High,Winter,Weekday,0.5109941035736173,5819.850569518999
Microwave,971,0.734176885269246,2,8,6,Urban,High,Winter,Weekday,0.7442527288426811,5819.850569518999
Fan,94,2.605336927483922,4,0,6,Urban,High,Winter,Weekend,0.19592133694679092,5819.850569518999
Lighting,21,4.320461809268595,5,9,6,Urban,High,Winter,Weekend,0.08029578272525685,5819.850569518999
Water Heater,3024,5.154599814286478,4,3,6,Urban,High,Winter,Weekend,13.218208342965161,5819.850569518999
Computer,188,5.78628650323909,4,2,6,Urban,High,Winter,Weekday,0.9050677896906455,5819.850569518999
Refrigerator,220,11.778571445321,3,3,2,Urban,Medium,Summer,Weekday,2.334748431891529,6358.341496481938
Washing Machine,514,1.615045659961167,5,4,2,Urban,Medium,Summer,Weekend,0.6724081100682323,6358.341496481938
Air Conditioner,1521,7.421502100350905,2,6,2,Urban,Medium,Summer,Weekday,11.378409532190796,6358.341496481938
Television,87,5.747428654589896,4,9,2,Urban,Medium,Summer,Weekend,0.472024820544159,6358.341496481938
Microwave,1014,0.6554401520682293,1,0,2,Urban,Medium,Summer,Weekday,0.6313854984873252,6358.341496481938
Fan,115,9.455505143953669,4,10,2,Urban,Medium,Summer,Weekday,1.0438877678924852,6358.341496481938
Lighting,33,4.661231923728882,5,1,2,Urban,Medium,Summer,Weekday,0.11767279991453564,6358.341496481938
Water Heater,3022,3.162995172076015,3,4,2,Urban,Medium,Summer,Weekday,8.774768554392594,6358.341496481938
Computer,178,7.498483520316608,4,0,2,Urban,Medium,Summer,Weekend,1.067784053293085,6358.341496481938
Refrigerator,246,15.858166392296518,1,5,4,Urban,Low,Summer,Weekend,4.076658834467666,10056.98330318411
Washing Machine,480,1.2809630364743612,1,5,4,Urban,Low,Summer,Weekday,0.6425310590955395,10056.98330318411
Air Conditioner,1465,8.401523214224733,2,1,4,Urban,Low,Summer,Weekend,11.298956525114418,10056.98330318411
Television,50,1.7986675247874104,4,5,4,Urban,Low,Summer,Weekend,0.07914137109064608,10056.98330318411
Microwave,1022,1.9731692730794763,1,6,4,Urban,Low,Summer,Weekend,2.145640052900807,10056.98330318411
Fan,103,10.923682543451493,4,5,4,Urban,Low,Summer,Weekend,0.9901225857384435,10056.98330318411
Lighting,91,6.468189059435779,1,10,4,Urban,Low,Summer,Weekend,0.6710099330258675,10056.98330318411
Water Heater,2970,7.143781429436388,1,4,4,Urban,Low,Summer,Weekday,21.76867364740715,10056.98330318411
Computer,144,2.0083601368048907,4,0,4,Urban,Low,Summer,Weekday,0.23136308775992342,10056.98330318411
Refrigerator,152,10.933708868921443,2,7,1,Urban,Low,Summer,Weekday,1.7051337655260368,3708.7049435694785
Washing Machine,492,2.12590547462854,2,5,1,Urban,Low,Summer,Weekend,1.0354860385820692,3708.7049435694785
Air Conditioner,1540,5.16156535969314,4,8,1,Urban,Low,Summer,Weekend,7.37649628684466,3708.7049435694785
Television,56,8.103232516570536,1,7,1,Urban,Low,Summer,Weekend,0.49144484566496993,3708.7049435694785
Microwave,1048,0.4527215001733962,3,10,1,Urban,Low,Summer,Weekend,0.4839411748253536,3708.7049435694785
Fan,47,4.035143690858243,5,2,1,Urban,Low,Summer,Weekday,0.1479283677068632,3708.7049435694785
Lighting,72,1.9782028960559843,5,5,1,Urban,Low,Summer,Weekend,0.11750525202572548,3708.7049435694785
